01, 1, 16, 32, 171
01, 1, 16, 32, 161
01, 1, 16, 32, 160
01, 1, 16, 32, 172
01, 1, 16, 32, 168
02, 1, 32, 32, 153
02, 1, 32, 32, 153
02, 1, 32, 32, 161
02, 1, 32, 32, 162
02, 1, 32, 32, 166
03, 1, 64, 32, 159
03, 1, 64, 32, 163
03, 1, 64, 32, 174
03, 1, 64, 32, 154
03, 1, 64, 32, 160
04, 1, 128, 32, 164
04, 1, 128, 32, 157
04, 1, 128, 32, 149
04, 1, 128, 32, 165
04, 1, 128, 32, 154
05, 1, 512, 32, 157
05, 1, 512, 32, 160
05, 1, 512, 32, 160
05, 1, 512, 32, 148
05, 1, 512, 32, 158
06, 1, 1024, 32, 164
06, 1, 1024, 32, 164
06, 1, 1024, 32, 155
06, 1, 1024, 32, 154
06, 1, 1024, 32, 157
07, 1, 2048, 32, 152
07, 1, 2048, 32, 161
07, 1, 2048, 32, 161
07, 1, 2048, 32, 153
07, 1, 2048, 32, 159
08, 1, 4096, 32, 162
08, 1, 4096, 32, 160
08, 1, 4096, 32, 153
08, 1, 4096, 32, 150
08, 1, 4096, 32, 162
