05, 6, 357
03, 12, 223
02, 16, 192
01, 18, 166
04, 24, 125
06, 36, 98
07, 48, 84
10, 60, 99
09, 72, 86
08, 96, 84
11, 128, 84
12, 192, 77
13, 256, 84
