01, 24, 24, 149
01, 24, 24, 148
01, 24, 24, 144
01, 24, 24, 143
01, 24, 24, 135
02, 30, 24, 139
02, 30, 24, 147
02, 30, 24, 147
02, 30, 24, 139
02, 30, 24, 140
03, 36, 24, 173
03, 36, 24, 163
03, 36, 24, 175
03, 36, 24, 185
03, 36, 24, 172
04, 42, 24, 171
04, 42, 24, 165
04, 42, 24, 179
04, 42, 24, 168
04, 42, 24, 157
05, 48, 24, 178
05, 48, 24, 162
05, 48, 24, 167
05, 48, 24, 164
05, 48, 24, 168
06, 60, 24, 156
06, 60, 24, 158
06, 60, 24, 166
06, 60, 24, 161
06, 60, 24, 169
07, 72, 24, 197
07, 72, 24, 182
07, 72, 24, 197
07, 72, 24, 194
07, 72, 24, 186
08, 84, 24, 191
08, 84, 24, 207
08, 84, 24, 223
08, 84, 24, 209
08, 84, 24, 199
09, 96, 24, 186
09, 96, 24, 172
09, 96, 24, 187
09, 96, 24, 205
09, 96, 24, 181
