00, 16, 64, 192
00, 16, 64, 193
00, 16, 64, 202
00, 16, 64, 185
00, 16, 64, 192
01, 32, 64, 178
01, 32, 64, 183
01, 32, 64, 197
01, 32, 64, 176
01, 32, 64, 182
02, 48, 64, 157
02, 48, 64, 152
02, 48, 64, 156
02, 48, 64, 165
02, 48, 64, 165
03, 64, 64, 241
03, 64, 64, 215
03, 64, 64, 229
03, 64, 64, 227
03, 64, 64, 231
04, 80, 64, 189
04, 80, 64, 181
04, 80, 64, 174
04, 80, 64, 188
04, 80, 64, 175
05, 96, 64, 197
05, 96, 64, 193
05, 96, 64, 190
05, 96, 64, 176
05, 96, 64, 198
06, 112, 64, 186
06, 112, 64, 208
06, 112, 64, 207
06, 112, 64, 188
06, 112, 64, 205
07, 128, 64, 287
07, 128, 64, 295
07, 128, 64, 284
07, 128, 64, 292
07, 128, 64, 286
