01, 8, 16, 32, 122
01, 8, 16, 32, 121
01, 8, 16, 32, 124
01, 8, 16, 32, 120
01, 8, 16, 32, 123
02, 8, 32, 32, 122
02, 8, 32, 32, 123
02, 8, 32, 32, 130
02, 8, 32, 32, 132
02, 8, 32, 32, 122
03, 8, 64, 32, 119
03, 8, 64, 32, 124
03, 8, 64, 32, 125
03, 8, 64, 32, 121
03, 8, 64, 32, 123
04, 8, 128, 32, 132
04, 8, 128, 32, 129
04, 8, 128, 32, 131
04, 8, 128, 32, 132
04, 8, 128, 32, 132
05, 8, 512, 32, 138
05, 8, 512, 32, 133
05, 8, 512, 32, 135
05, 8, 512, 32, 133
05, 8, 512, 32, 125
06, 8, 1024, 32, 139
06, 8, 1024, 32, 122
06, 8, 1024, 32, 145
06, 8, 1024, 32, 130
06, 8, 1024, 32, 132
07, 8, 2048, 32, 133
07, 8, 2048, 32, 140
07, 8, 2048, 32, 126
07, 8, 2048, 32, 127
07, 8, 2048, 32, 127
08, 8, 4096, 32, 130
08, 8, 4096, 32, 130
08, 8, 4096, 32, 133
08, 8, 4096, 32, 138
08, 8, 4096, 32, 144
