01, 6, 469
02, 12, 222
03, 16, 192
04, 32, 151
05, 36, 107
06, 48, 105
07, 64, 110
08, 72, 105
09, 96, 124
10, 120, 119
11, 192, 98
12, 288, 87
13, 320, 105
