01, 32, 32, 136
01, 32, 32, 137
01, 32, 32, 135
01, 32, 32, 139
01, 32, 32, 157
02, 40, 32, 165
02, 40, 32, 164
02, 40, 32, 166
02, 40, 32, 173
02, 40, 32, 161
03, 48, 32, 165
03, 48, 32, 169
03, 48, 32, 169
03, 48, 32, 164
03, 48, 32, 156
04, 56, 32, 178
04, 56, 32, 141
04, 56, 32, 156
04, 56, 32, 158
04, 56, 32, 172
05, 64, 32, 159
05, 64, 32, 163
05, 64, 32, 165
05, 64, 32, 164
05, 64, 32, 159
06, 80, 32, 204
06, 80, 32, 297
06, 80, 32, 257
06, 80, 32, 177
06, 80, 32, 192
07, 96, 32, 209
07, 96, 32, 194
07, 96, 32, 186
07, 96, 32, 190
07, 96, 32, 189
08, 112, 32, 182
08, 112, 32, 192
08, 112, 32, 188
08, 112, 32, 192
08, 112, 32, 188
09, 128, 32, 192
09, 128, 32, 192
09, 128, 32, 207
09, 128, 32, 196
09, 128, 32, 184
