01, 16, 16, 156
01, 16, 16, 160
01, 16, 16, 155
01, 16, 16, 163
01, 16, 16, 164
02, 20, 16, 156
02, 20, 16, 157
02, 20, 16, 154
02, 20, 16, 151
02, 20, 16, 164
03, 24, 16, 143
03, 24, 16, 154
03, 24, 16, 152
03, 24, 16, 158
03, 24, 16, 153
04, 28, 16, 150
04, 28, 16, 146
04, 28, 16, 146
04, 28, 16, 150
04, 28, 16, 139
05, 32, 16, 151
05, 32, 16, 146
05, 32, 16, 155
05, 32, 16, 151
05, 32, 16, 153
06, 40, 16, 162
06, 40, 16, 171
06, 40, 16, 170
06, 40, 16, 178
06, 40, 16, 167
07, 48, 16, 161
07, 48, 16, 182
07, 48, 16, 167
07, 48, 16, 169
07, 48, 16, 166
08, 56, 16, 163
08, 56, 16, 162
08, 56, 16, 168
08, 56, 16, 165
08, 56, 16, 162
09, 64, 16, 164
09, 64, 16, 163
09, 64, 16, 170
09, 64, 16, 165
09, 64, 16, 169
