9,35,0,1452273903881,1452273903945,0,22,0,0,27,0,
9,36,1,1452273903883,1452273903948,0,22,0,0,26,0,
13,45,0,1452273905733,1452273905793,0,29,0,0,17,1,
13,46,1,1452273905734,1452273905797,0,31,0,0,15,0,
17,55,0,1452273906608,1452273906659,0,25,0,0,14,0,
17,56,1,1452273906609,1452273906662,0,24,0,0,14,0,
21,65,0,1452273908811,1452273908856,0,19,0,0,12,0,
21,66,1,1452273908812,1452273908859,0,19,0,1,14,0,
25,75,0,1452273909641,1452273909679,0,17,0,1,11,0,
25,76,1,1452273909642,1452273909682,0,16,0,0,16,0,
29,86,1,1452273910429,1452273910471,0,21,0,0,12,0,
29,85,0,1452273910429,1452273910474,0,20,0,1,15,0,
33,96,1,1452273911224,1452273911263,0,19,0,0,10,0,
33,95,0,1452273911223,1452273911264,0,18,0,0,14,0,
37,105,0,1452273911977,1452273912016,0,19,0,0,10,0,
37,106,1,1452273911978,1452273912020,0,19,0,0,15,0,
41,115,0,1452273912724,1452273912758,0,15,0,0,10,0,
41,116,1,1452273912725,1452273912759,0,15,0,0,9,0,
45,125,0,1452273913503,1452273913553,0,21,0,0,18,0,
45,126,1,1452273913503,1452273913554,0,22,0,0,18,0,
49,135,0,1452273914234,1452273914268,0,14,0,0,11,0,
49,136,1,1452273914234,1452273914273,0,14,0,0,15,0,
53,146,1,1452273914966,1452273915009,0,20,0,1,14,0,
53,145,0,1452273914965,1452273915012,0,20,0,0,18,0,
57,156,1,1452273915676,1452273915717,0,20,0,0,11,0,
57,155,0,1452273915676,1452273915721,0,20,0,0,17,0,
61,166,1,1452273916376,1452273916407,0,14,0,0,9,0,
61,165,0,1452273916375,1452273916411,0,14,0,0,14,0,
65,175,0,1452273917100,1452273917133,0,14,0,0,10,0,
65,176,1,1452273917101,1452273917134,0,15,0,0,10,0,
69,186,1,1452273917837,1452273917870,0,15,0,0,10,0,
69,185,0,1452273917837,1452273917872,0,16,0,1,9,0,
73,196,1,1452273920557,1452273920599,0,20,0,0,13,0,
73,195,0,1452273920556,1452273920602,0,21,0,1,16,0,
77,205,0,1452273922374,1452273922408,0,14,0,0,11,0,
