8,64,1455547687122,1455547692236
12,64,1455547692933,1455547695201
16,64,1455547695516,1455547703061
20,64,1455547703317,1455547710847
24,64,1455547711057,1455547712131
28,64,1455547712332,1455547714105
32,64,1455547714359,1455547715267
36,64,1455547715490,1455547716415
40,64,1455547716655,1455547718531
44,64,1455547718729,1455547719641
48,64,1455547719805,1455547721735
52,64,1455547721908,1455547723827
56,64,1455547724021,1455547725893
60,64,1455547726087,1455547726956
64,64,1455547727125,1455547727944
68,64,1455547728126,1455547729073
72,64,1455547729276,1455547730173
76,64,1455547730357,1455547731143
80,64,1455547731327,1455547732130
84,64,1455547732312,1455547733242
88,64,1455547733419,1455547734247
92,64,1455547734442,1455547735298
96,64,1455547735505,1455547736532
100,64,1455547736748,1455547737669
104,64,1455547737848,1455547738673
108,64,1455547738846,1455547739671
112,64,1455547739862,1455547740682
116,64,1455547740884,1455547741752
120,64,1455547741965,1455547742856
124,64,1455547743035,1455547743903
128,64,1455547744088,1455547744843
132,64,1455547745024,1455547745897
136,64,1455547746075,1455547747258
140,64,1455547747445,1455547748303
144,64,1455547748528,1455547749446
148,64,1455547749639,1455547750534
152,64,1455547750738,1455547751552
156,64,1455547751734,1455547752556
160,64,1455547752745,1455547753687
164,64,1455547753924,1455547754903
168,64,1455547755123,1455547756043
172,64,1455547756212,1455547757182
176,64,1455547757371,1455547758450
180,64,1455547758646,1455547759864
184,64,1455547760063,1455547761035
188,64,1455547761257,1455547762158
192,64,1455547762371,1455547763256
196,64,1455547763440,1455547764383
200,64,1455547764629,1455547765530
204,64,1455547765733,1455547768406
208,64,1455547768675,1455547771347
212,64,1455547771570,1455547774197
216,64,1455547774391,1455547776351
220,64,1455547776565,1455547777405
224,64,1455547777610,1455547778445
228,64,1455547778684,1455547779678
232,64,1455547779903,1455547780889
236,64,1455547781141,1455547782058
240,64,1455547782277,1455547783026
244,64,1455547783229,1455547784099
248,64,1455547784302,1455547785146
252,64,1455547785365,1455547786245
256,64,1455547786487,1455547787265
260,64,1455547787492,1455547788319
