8,32,5,1452273901249,1452273903846,0,348,57,0,2226,1,538776
8,33,6,1452273901250,1452273903849,0,347,57,1,2225,0,550527
8,30,3,1452273901246,1452273903853,0,350,57,0,2227,1,139498
8,28,1,1452273901243,1452273903855,0,352,57,0,2229,0,530559
8,34,7,1452273901252,1452273903857,0,346,57,0,2230,0,116696
8,31,4,1452273901247,1452273903859,0,349,57,1,2229,0,132950
8,27,0,1452273901241,1452273903862,0,353,57,0,2230,0,108701
8,29,2,1452273901244,1452273903864,0,351,57,0,2230,0,187051
12,42,5,1452273904035,1452273905651,0,21,30,0,1576,0,191101
12,40,3,1452273904033,1452273905661,0,21,30,0,1588,0,166535
12,37,0,1452273904029,1452273905665,0,23,30,0,1593,0,141920
12,38,1,1452273904030,1452273905668,0,26,30,0,1589,0,107894
12,39,2,1452273904031,1452273905670,0,24,30,0,1591,1,117423
12,41,4,1452273904034,1452273905672,0,24,30,0,1595,0,117184
12,43,6,1452273904036,1452273905680,0,22,30,0,1605,0,112969
12,44,7,1452273904037,1452273905717,0,19,30,0,1642,0,182268
16,53,6,1452273905884,1452273906561,0,26,36,0,633,0,171918
16,52,5,1452273905883,1452273906565,0,25,36,0,639,0,148003
16,49,2,1452273905879,1452273906568,0,29,36,0,639,0,140584
16,51,4,1452273905882,1452273906573,0,26,36,0,648,0,119087
16,50,3,1452273905881,1452273906575,0,27,36,0,649,0,134991
16,48,1,1452273905878,1452273906581,0,29,36,0,655,0,165757
16,54,7,1452273905885,1452273906586,0,25,36,0,660,0,128222
16,47,0,1452273905877,1452273906594,0,26,36,0,672,0,99690
20,62,5,1452273906748,1452273908754,0,18,18,0,1967,0,203851
20,60,3,1452273906745,1452273908762,0,21,18,1,1976,0,161860
20,57,0,1452273906742,1452273908765,0,23,18,0,1981,0,126411
20,58,1,1452273906743,1452273908766,0,25,18,1,1978,0,162344
20,63,6,1452273906749,1452273908769,0,20,18,0,1982,0,148156
20,59,2,1452273906744,1452273908771,0,23,18,0,1985,0,118463
20,61,4,1452273906746,1452273908789,0,18,18,0,2005,0,116266
20,64,7,1452273906750,1452273908797,0,20,18,0,2010,0,144300
24,72,5,1452273908972,1452273909583,0,25,18,0,570,0,147036
24,73,6,1452273908973,1452273909587,0,19,18,0,582,0,120085
24,70,3,1452273908970,1452273909591,0,24,18,1,582,0,113630
24,68,1,1452273908968,1452273909593,0,26,18,0,585,0,108515
24,69,2,1452273908969,1452273909616,0,24,18,0,606,0,187771
24,71,4,1452273908971,1452273909621,0,23,18,0,613,1,100328
24,74,7,1452273908974,1452273909623,0,19,18,0,616,0,105027
24,67,0,1452273908967,1452273909630,0,24,18,0,625,0,145863
28,82,5,1452273909770,1452273910385,0,27,19,0,574,0,149692
28,83,6,1452273909771,1452273910386,0,24,19,0,580,0,133462
28,80,3,1452273909769,1452273910391,0,27,19,0,583,0,149063
