stage,task,task_id,start,finish,deserial,serial,run_time,jvm_gc
380,512,1,1452689914501,1452689915630,11,0,1112,8
380,513,2,1452689914501,1452689915629,12,0,1110,8
380,514,3,1452689914501,1452689915638,12,0,1120,8
383,515,0,1452689915689,1452689916854,13,0,1146,10
383,516,1,1452689915690,1452689916778,11,0,1071,10
383,517,2,1452689915690,1452689916878,12,0,1171,10
383,518,3,1452689915690,1452689916794,13,1,1085,10
386,519,0,1452689916916,1452689918127,13,0,1193,11
386,520,1,1452689916916,1452689918011,13,0,1075,11
386,521,2,1452689916917,1452689918035,12,0,1100,11
386,522,3,1452689916917,1452689918052,12,0,1117,11
389,523,0,1452689918153,1452689919366,12,0,1194,14
389,524,1,1452689918153,1452689919245,13,0,1071,14
389,525,2,1452689918153,1452689919279,13,0,1107,14
389,526,3,1452689918153,1452689919280,13,0,1107,14
392,527,0,1452689919392,1452689920600,12,0,1191,16
392,528,1,1452689919392,1452689920489,11,0,1079,16
392,529,2,1452689919392,1452689920523,11,0,1114,16
392,530,3,1452689919392,1452689920510,12,0,1099,16
395,531,0,1452689920625,1452689921815,11,0,1173,16
395,532,1,1452689920625,1452689921759,12,0,1115,16
395,533,2,1452689920625,1452689921754,12,0,1109,16
395,534,3,1452689920626,1452689921759,12,0,1115,16
398,535,0,1452689921843,1452689923042,10,0,1182,17
398,536,1,1452689921843,1452689922951,10,0,1090,17
398,537,2,1452689921843,1452689922957,10,1,1097,17
398,538,3,1452689921844,1452689922982,11,1,1121,17
401,539,0,1452689923072,1452689924269,11,0,1179,18
401,540,1,1452689923073,1452689924174,11,0,1083,18
401,541,2,1452689923073,1452689924178,12,0,1088,18
401,542,3,1452689923073,1452689924191,11,0,1100,18
404,543,0,1452689924294,1452689925500,11,1,1189,19
404,544,1,1452689924294,1452689925418,10,0,1107,19
404,545,2,1452689924294,1452689925407,11,1,1094,19
404,546,3,1452689924294,1452689925457,11,1,1145,19
407,547,0,1452689925527,1452689926754,13,0,1207,14
407,548,1,1452689925527,1452689926638,11,0,1093,0
407,549,2,1452689925528,1452689926640,12,0,1095,0
407,550,3,1452689925528,1452689926652,12,0,1106,0
410,551,0,1452689926779,1452689927978,12,0,1180,0
410,552,1,1452689926779,1452689927869,13,0,1071,0
410,553,2,1452689926780,1452689927867,12,0,1069,0
410,554,3,1452689926780,1452689927918,12,0,1121,0
413,555,0,1452689928005,1452689929251,11,0,1228,8
413,556,1,1452689928005,1452689929115,11,1,1092,8
413,557,2,1452689928005,1452689929118,12,0,1095,8
413,558,3,1452689928006,1452689929121,12,0,1098,8
416,559,0,1452689929276,1452689930478,11,0,1185,9
416,560,1,1452689929276,1452689930359,11,1,1065,9
416,561,2,1452689929277,1452689930379,12,0,1085,9
416,562,3,1452689929277,1452689930401,11,0,1108,9
419,563,0,1452689930504,1452689931704,11,0,1183,10
419,564,1,1452689930504,1452689931587,9,1,1067,10
419,565,2,1452689930504,1452689931602,10,0,1082,10
419,566,3,1452689930504,1452689931610,9,0,1091,10
422,567,0,1452689931729,1452689932911,10,0,1166,12
422,568,1,1452689931730,1452689932814,11,0,1067,12
422,569,2,1452689931730,1452689932829,10,1,1082,12
422,570,3,1452689931730,1452689932849,9,0,1104,12
425,571,0,1452689932938,1452689934147,10,0,1192,16
425,572,1,1452689932939,1452689934022,9,0,1068,16
425,573,2,1452689932939,1452689934040,11,0,1081,16
425,574,3,1452689932939,1452689934090,10,0,1136,16
428,575,0,1452689934172,1452689935373,11,0,1185,18
428,576,1,1452689934172,1452689935284,10,1,1095,18
428,577,2,1452689934172,1452689935282,11,0,1092,18
428,578,3,1452689934172,1452689935315,10,0,1127,18
431,579,0,1452689935400,1452689936603,10,1,1186,17
431,580,1,1452689935400,1452689936501,11,0,1084,17
431,581,2,1452689935400,1452689936496,11,0,1078,17
431,582,3,1452689935401,1452689936517,12,0,1099,17
434,583,0,1452689936630,1452689937834,12,0,1186,18
434,584,1,1452689936630,1452689937724,11,0,1076,18
434,585,2,1452689936630,1452689937754,11,0,1107,18
434,586,3,1452689936631,1452689937727,12,0,1079,18
437,587,0,1452689937871,1452689939078,13,0,1189,20
437,588,1,1452689937872,1452689938977,12,0,1089,20
437,589,2,1452689937872,1452689938972,11,0,1083,20
437,590,3,1452689937872,1452689939002,12,0,1113,20
440,591,0,1452689939105,1452689940354,10,0,1233,15
440,592,1,1452689939105,1452689940192,9,0,1071,0
440,593,2,1452689939105,1452689940197,9,0,1077,0
440,594,3,1452689939106,1452689940319,10,0,1197,15
443,595,0,1452689940380,1452689941597,11,0,1199,14
443,596,1,1452689940380,1452689941483,12,1,1083,0
443,597,2,1452689940381,1452689941484,11,0,1087,0
443,598,3,1452689940381,1452689941501,12,0,1103,0
446,599,0,1452689941624,1452689942835,10,1,1194,0
446,600,1,1452689941624,1452689942714,10,1,1072,0
446,601,2,1452689941624,1452689942717,10,0,1076,0
446,602,3,1452689941624,1452689942781,10,0,1141,0
449,603,0,1452689942862,1452689944067,10,0,1189,8
449,604,1,1452689942862,1452689944013,10,0,1135,8
449,605,2,1452689942863,1452689943972,9,0,1093,8
449,606,3,1452689942863,1452689943993,10,0,1115,8
452,607,0,1452689944092,1452689945247,12,0,1136,9
452,608,1,1452689944093,1452689945237,11,0,1128,9
452,609,2,1452689944093,1452689945212,11,0,1102,9
452,610,3,1452689944093,1452689945220,11,0,1111,9
455,611,0,1452689945274,1452689946415,10,0,1125,10
455,612,1,1452689945274,1452689946355,10,0,1064,10
455,613,2,1452689945274,1452689946367,9,0,1078,10
455,614,3,1452689945274,1452689946394,10,0,1103,10
458,615,0,1452689946441,1452689947601,12,0,1142,14
458,616,1,1452689946441,1452689947537,13,1,1076,14
458,617,2,1452689946441,1452689947537,12,0,1079,14
458,618,3,1452689946441,1452689947547,12,0,1088,14
461,619,0,1452689947628,1452689948779,9,0,1136,15
461,620,1,1452689947628,1452689948702,9,0,1058,15
461,621,2,1452689947628,1452689948718,10,0,1073,15
461,622,3,1452689947628,1452689948752,10,0,1108,15
464,623,0,1452689948805,1452689950376,12,0,1118,16
464,624,1,1452689948805,1452689950376,12,0,1101,16
464,625,2,1452689948805,1452689949933,11,0,1099,16
464,626,3,1452689948806,1452689950376,11,0,1102,16
467,627,0,1452689950438,1452689951608,10,0,1117,18
467,628,1,1452689950476,1452689951561,11,0,1067,18
467,629,2,1452689950476,1452689951561,10,1,1067,18
467,630,3,1452689950476,1452689951594,9,0,1102,18
470,631,0,1452689951631,1452689952766,10,0,1119,18
470,632,1,1452689951632,1452689952724,9,0,1077,18
470,633,2,1452689951632,1452689952733,10,0,1085,18
470,634,3,1452689951632,1452689952740,10,0,1092,18
473,635,0,1452689952791,1452689953984,10,0,1177,17
473,636,1,1452689952791,1452689953886,11,0,1078,17
473,637,2,1452689952791,1452689953895,11,0,1088,17
473,638,3,1452689952791,1452689953933,10,0,1126,17
476,639,0,1452689954009,1452689955247,10,0,1222,17
476,640,1,1452689954010,1452689955101,9,0,1076,0
476,641,2,1452689954010,1452689955105,10,0,1080,0
476,642,3,1452689954010,1452689955199,10,1,1173,17
479,643,0,1452689955275,1452689956462,11,0,1171,14
479,644,1,1452689955275,1452689956461,12,1,1168,14
479,645,2,1452689955275,1452689956381,12,1,1088,0
479,646,3,1452689955275,1452689956392,12,0,1100,0
482,647,0,1452689956489,1452689957662,9,1,1158,0
482,648,1,1452689956489,1452689957603,10,0,1099,0
482,649,2,1452689956489,1452689957588,10,1,1083,0
482,650,3,1452689956489,1452689957615,9,0,1111,0
485,651,0,1452689957687,1452689958857,9,0,1155,9
485,652,1,1452689957688,1452689958780,10,1,1075,9
485,653,2,1452689957688,1452689958863,9,0,1161,9
485,654,3,1452689957688,1452689958810,9,0,1108,9
488,655,0,1452689958889,1452689960115,10,0,1210,9
488,656,1,1452689958889,1452689959995,9,1,1090,9
488,657,2,1452689958889,1452689959996,9,0,1091,9
488,658,3,1452689958890,1452689960019,9,0,1114,9
491,659,0,1452689960162,1452689961370,10,0,1191,10
491,660,1,1452689960163,1452689961252,9,0,1073,10
491,661,2,1452689960163,1452689961262,10,0,1083,10
491,662,3,1452689960163,1452689961296,10,0,1116,10
494,663,0,1452689961401,1452689962622,12,0,1202,14
494,664,1,1452689961402,1452689962505,11,0,1086,14
494,665,2,1452689961402,1452689962513,12,0,1094,14
494,666,3,1452689961402,1452689962525,13,0,1105,14
497,667,0,1452689962647,1452689963860,10,0,1197,15
497,668,1,1452689962648,1452689963739,11,0,1074,15
497,669,2,1452689962648,1452689963741,11,0,1077,15
497,670,3,1452689962648,1452689963771,11,0,1107,15
500,671,0,1452689963891,1452689965029,9,0,1124,16
500,672,1,1452689963891,1452689964986,9,0,1080,16
500,673,2,1452689963891,1452689964987,10,0,1079,16
500,674,3,1452689963891,1452689965005,10,0,1099,16
503,675,0,1452689965053,1452689966225,10,1,1156,16
503,676,1,1452689965053,1452689966141,10,0,1072,16
503,677,2,1452689965053,1452689966145,9,0,1078,16
503,678,3,1452689965053,1452689966202,9,0,1135,16
506,679,0,1452689966257,1452689967403,11,0,1130,18
506,680,1,1452689966257,1452689967364,9,0,1091,18
506,681,2,1452689966258,1452689967365,9,0,1093,18
506,682,3,1452689966258,1452689967390,10,0,1117,18
509,683,0,1452689967428,1452689968619,10,0,1176,18
509,684,1,1452689967428,1452689968571,11,0,1127,18
509,685,2,1452689967428,1452689968569,9,0,1126,18
509,686,3,1452689967428,1452689968577,9,0,1135,18
512,687,0,1452689968643,1452689969806,10,0,1148,17
512,688,1,1452689968643,1452689969763,11,0,1103,17
512,689,2,1452689968643,1452689969763,11,0,1104,17
512,690,3,1452689968643,1452689969783,12,0,1123,17
515,691,0,1452689969830,1452689970988,9,0,1143,16
515,692,1,1452689969830,1452689970909,8,0,1065,0
515,693,2,1452689969830,1452689970920,10,0,1074,0
515,694,3,1452689969830,1452689970994,10,0,1149,16
518,695,0,1452689971018,1452689972202,9,0,1170,0
518,696,1,1452689971018,1452689972088,10,0,1054,0
518,697,2,1452689971018,1452689972110,11,1,1075,0
518,698,3,1452689971018,1452689972144,10,0,1111,0
521,699,0,1452689972230,1452689973402,10,0,1156,7
521,700,1,1452689972231,1452689973319,9,0,1072,7
521,701,2,1452689972231,1452689973329,10,0,1083,7
521,702,3,1452689972231,1452689973341,10,0,1095,7
524,703,0,1452689973430,1452689974642,9,0,1196,9
524,704,1,1452689973430,1452689974517,9,0,1071,9
524,705,2,1452689973430,1452689974524,9,0,1079,9
524,706,3,1452689973431,1452689974550,9,0,1105,9
527,707,0,1452689974669,1452689975852,10,0,1167,11
527,708,1,1452689974670,1452689975753,10,0,1067,11
527,709,2,1452689974670,1452689975769,10,0,1084,11
527,710,3,1452689974670,1452689975777,10,0,1092,11
530,711,0,1452689975880,1452689977082,11,0,1186,13
530,712,1,1452689975880,1452689976964,11,0,1068,13
530,713,2,1452689975881,1452689976976,11,0,1079,13
530,714,3,1452689975881,1452689977012,10,0,1116,13
533,715,0,1452689977109,1452689978301,10,0,1176,16
533,716,1,1452689977110,1452689978203,9,0,1079,16
533,717,2,1452689977110,1452689978203,11,0,1076,16
533,718,3,1452689977110,1452689978217,11,0,1090,16
536,719,0,1452689978327,1452689979495,9,1,1152,19
536,720,1,1452689978328,1452689979422,10,0,1079,19
536,721,2,1452689978328,1452689979474,9,1,1131,19
536,722,3,1452689978328,1452689979447,11,0,1103,19
539,723,0,1452689979520,1452689980684,9,0,1149,17
539,724,1,1452689979520,1452689980634,10,1,1099,17
539,725,2,1452689979520,1452689980635,10,0,1098,17
539,726,3,1452689979520,1452689980693,10,0,1158,17
542,727,0,1452689980730,1452689981896,18,1,1142,18
542,728,1,1452689980730,1452689981840,17,1,1087,18
542,729,2,1452689980730,1452689981883,18,0,1130,18
542,730,3,1452689980730,1452689981870,18,0,1117,18
545,731,0,1452689981923,1452689983075,10,0,1136,17
545,732,1,1452689981923,1452689983053,11,0,1114,17
545,733,2,1452689981923,1452689983042,11,0,1102,17
545,734,3,1452689981923,1452689983060,9,0,1122,17
548,735,0,1452689983101,1452689984264,9,0,1148,16
548,736,1,1452689983102,1452689984212,9,0,1096,16
548,737,2,1452689983102,1452689984249,10,0,1132,16
548,738,3,1452689983102,1452689984237,10,0,1120,16
551,739,0,1452689984291,1452689985449,12,0,1141,14
551,740,1,1452689984291,1452689985403,13,0,1094,0
551,741,2,1452689984291,1452689985399,12,0,1089,0
551,742,3,1452689984291,1452689985429,12,0,1120,14
554,743,0,1452689985475,1452689986613,12,0,1121,0
554,744,1,1452689985475,1452689986560,10,0,1069,0
554,745,2,1452689985475,1452689986614,11,0,1124,0
554,746,3,1452689985475,1452689986595,11,1,1104,0
557,747,0,1452689986641,1452689987843,9,0,1187,7
557,748,1,1452689986641,1452689987711,8,0,1056,7
557,749,2,1452689986642,1452689987734,9,1,1078,7
557,750,3,1452689986642,1452689987797,9,1,1141,7
560,751,0,1452689987869,1452689989102,9,0,1219,9
560,752,1,1452689987869,1452689988966,9,0,1083,9
560,753,2,1452689987869,1452689988968,9,0,1084,9
560,754,3,1452689987869,1452689989022,8,0,1139,9
563,755,0,1452689989128,1452689990317,8,0,1175,10
563,756,1,1452689989128,1452689990202,9,0,1059,10
563,757,2,1452689989129,1452689990232,9,0,1089,10
563,758,3,1452689989129,1452689990280,9,0,1137,10
566,759,0,1452689990343,1452689991530,8,1,1173,13
566,760,1,1452689990343,1452689991437,8,0,1080,13
566,761,2,1452689990343,1452689991441,9,0,1084,13
566,762,3,1452689990343,1452689991446,9,1,1088,13
569,763,0,1452689991555,1452689992741,10,0,1171,14
569,764,1,1452689991556,1452689992638,10,0,1067,14
569,765,2,1452689991556,1452689992648,11,1,1076,14
569,766,3,1452689991556,1452689992676,10,0,1105,14
572,767,0,1452689992767,1452689993951,10,0,1169,17
572,768,1,1452689992767,1452689993847,10,0,1065,17
572,769,2,1452689992767,1452689993858,10,0,1075,17
572,770,3,1452689992768,1452689993882,9,0,1099,17
575,771,0,1452689993978,1452689995165,9,0,1173,18
575,772,1,1452689993978,1452689995077,9,0,1085,18
575,773,2,1452689993978,1452689995082,10,0,1089,18
575,774,3,1452689993978,1452689995097,9,1,1103,18
578,775,0,1452689995191,1452689996384,10,0,1177,17
578,776,1,1452689995191,1452689996281,9,0,1075,17
578,777,2,1452689995192,1452689996291,10,0,1084,17
578,778,3,1452689995192,1452689996303,10,0,1096,17
581,779,0,1452689996410,1452689997609,10,0,1183,19
581,780,1,1452689996411,1452689997511,10,0,1084,19
581,781,2,1452689996411,1452689997564,11,0,1137,19
581,782,3,1452689996411,1452689997540,9,0,1116,19
584,783,0,1452689997632,1452689998811,8,0,1166,16
584,784,1,1452689997632,1452689998730,9,0,1084,16
584,785,2,1452689997632,1452689998736,8,0,1091,16
584,786,3,1452689997632,1452689998757,9,0,1111,16
587,787,0,1452689998834,1452690000044,8,0,1197,13
587,788,1,1452689998834,1452689999923,9,1,1074,0
587,789,2,1452689998834,1452689999946,7,1,1099,0
587,790,3,1452689998834,1452689999941,9,1,1093,0
590,791,0,1452690000066,1452690001258,8,0,1179,0
590,792,1,1452690000066,1452690001151,8,0,1067,0
590,793,2,1452690000066,1452690001152,8,0,1073,0
590,794,3,1452690000066,1452690001181,8,0,1103,0
593,795,0,1452690001280,1452690002471,8,0,1177,8
593,796,1,1452690001280,1452690002374,10,1,1078,8
593,797,2,1452690001281,1452690002371,9,0,1076,8
593,798,3,1452690001281,1452690002402,9,1,1107,8
596,799,0,1452690002510,1452690003674,9,0,1151,9
596,800,1,1452690002510,1452690003609,8,1,1086,9
596,801,2,1452690002510,1452690003612,9,0,1089,9
596,802,3,1452690002510,1452690003633,8,0,1110,9
599,803,0,1452690003697,1452690004837,9,0,1127,9
599,804,1,1452690003697,1452690004798,9,0,1087,9
599,805,2,1452690003697,1452690004800,10,0,1089,9
599,806,3,1452690003697,1452690004820,9,0,1109,9
602,807,0,1452690004859,1452690006089,8,1,1217,12
602,808,1,1452690004859,1452690006032,8,0,1160,12
602,809,2,1452690004859,1452690005974,9,0,1101,12
602,810,3,1452690004859,1452690006007,8,0,1136,12
605,811,0,1452690006114,1452690007272,8,0,1145,14
605,812,1,1452690006114,1452690007267,8,0,1139,14
605,813,2,1452690006115,1452690007212,8,1,1083,14
605,814,3,1452690006115,1452690007230,7,0,1103,14
608,815,0,1452690007710,1452690008864,7,0,1141,18
608,816,1,1452690007710,1452690008842,9,0,1117,18
608,817,2,1452690007711,1452690008844,9,0,1119,18
608,818,3,1452690007711,1452690008917,8,0,1194,18
611,819,0,1452690008961,1452690010164,9,0,1189,21
611,820,1,1452690008961,1452690010023,8,0,1049,21
611,821,2,1452690008961,1452690010071,8,0,1096,21
611,822,3,1452690008962,1452690010092,8,0,1117,21
614,823,0,1452690010185,1452690011401,8,0,1202,20
614,824,1,1452690010185,1452690011274,7,0,1076,20
614,825,2,1452690010186,1452690011282,9,0,1083,20
614,826,3,1452690010186,1452690011267,8,0,1068,20
617,827,0,1452690011425,1452690012613,8,1,1173,17
617,828,1,1452690011425,1452690012515,9,0,1077,17
617,829,2,1452690011425,1452690012531,8,0,1093,17
617,830,3,1452690011425,1452690012514,8,0,1075,17
620,831,0,1452690012634,1452690013849,9,0,1201,18
620,832,1,1452690012635,1452690013746,9,1,1078,0
620,833,2,1452690012635,1452690013752,9,0,1103,18
620,834,3,1452690012635,1452690013771,9,0,1122,18
623,835,0,1452690013871,1452690015099,9,0,1214,13
623,836,1,1452690013871,1452690014966,8,1,1081,0
623,837,2,1452690013871,1452690014970,9,0,1086,0
623,838,3,1452690013872,1452690014999,8,1,1114,0
626,839,0,1452690015121,1452690016323,8,0,1189,0
626,840,1,1452690015121,1452690016229,8,0,1095,0
626,841,2,1452690015122,1452690016227,8,0,1091,0
626,842,3,1452690015122,1452690016240,9,0,1104,0
629,843,0,1452690016344,1452690017549,8,0,1191,7
629,844,1,1452690016344,1452690017439,8,0,1080,7
629,845,2,1452690016345,1452690017456,8,0,1098,7
629,846,3,1452690016345,1452690017470,9,0,1111,7
632,847,0,1452690017573,1452690018752,9,0,1165,9
632,848,1,1452690017573,1452690018663,8,1,1075,9
632,849,2,1452690017573,1452690018710,8,0,1123,9
632,850,3,1452690017574,1452690018698,9,1,1110,9
635,851,0,1452690018774,1452690019945,10,0,1156,10
635,852,1,1452690018774,1452690019912,8,0,1125,10
635,853,2,1452690018774,1452690019882,8,0,1093,10
635,854,3,1452690018775,1452690019894,9,0,1106,10
638,855,0,1452690019967,1452690021140,8,1,1159,14
638,856,1,1452690019967,1452690021089,9,0,1109,14
638,857,2,1452690019967,1452690021079,9,0,1097,14
638,858,3,1452690019967,1452690021089,8,0,1109,14
641,859,0,1452690021161,1452690022333,9,1,1156,16
641,860,1,1452690021162,1452690022281,7,0,1107,16
641,861,2,1452690021162,1452690022265,8,0,1088,16
641,862,3,1452690021162,1452690022280,9,0,1104,16
644,863,0,1452690022368,1452690023544,8,0,1163,19
644,864,1,1452690022368,1452690023474,8,0,1091,19
644,865,2,1452690022368,1452690023479,9,0,1097,19
644,866,3,1452690022368,1452690023474,8,0,1093,19
647,867,0,1452690023570,1452690024770,8,0,1186,19
647,868,1,1452690023570,1452690024653,9,0,1069,19
647,869,2,1452690023570,1452690024626,7,0,1043,19
647,870,3,1452690023571,1452690024693,8,0,1109,19
650,871,0,1452690024790,1452690025957,8,0,1153,17
650,872,1,1452690024791,1452690025890,9,0,1086,17
650,873,2,1452690024791,1452690025885,9,0,1081,17
650,874,3,1452690024791,1452690025871,8,0,1067,17
653,875,0,1452690025978,1452690027170,8,0,1179,19
653,876,1,1452690025978,1452690027081,8,0,1089,19
653,877,2,1452690025978,1452690027090,9,0,1097,19
653,878,3,1452690025978,1452690027107,8,0,1115,19
656,879,0,1452690027195,1452690028370,9,0,1160,15
656,880,1,1452690027196,1452690028274,8,0,1064,0
656,881,2,1452690027196,1452690028304,8,1,1093,15
656,882,3,1452690027196,1452690028340,8,0,1130,15
659,883,0,1452690028391,1452690029574,8,0,1169,13
659,884,1,1452690028391,1452690029493,9,0,1086,0
659,885,2,1452690028392,1452690029498,8,0,1093,0
659,886,3,1452690028392,1452690029513,9,0,1107,0
662,887,0,1452690029599,1452690030782,13,0,1164,0
662,888,1,1452690029599,1452690030682,12,0,1064,0
662,889,2,1452690029600,1452690030694,13,0,1075,0
662,890,3,1452690029600,1452690030742,12,0,1125,0
665,891,0,1452690030807,1452690031989,7,0,1169,7
665,892,1,1452690030807,1452690031942,7,0,1122,7
665,893,2,1452690030807,1452690031915,9,0,1093,7
665,894,3,1452690030808,1452690031926,8,0,1106,7
668,895,0,1452690032014,1452690033200,10,0,1169,10
668,896,1,1452690032015,1452690033148,10,0,1117,10
668,897,2,1452690032015,1452690033123,9,0,1092,10
668,898,3,1452690032015,1452690033139,9,0,1108,10
671,899,0,1452690033225,1452690034418,10,0,1178,12
671,900,1,1452690033226,1452690034372,10,0,1131,12
671,901,2,1452690033226,1452690034343,11,0,1100,12
671,902,3,1452690033226,1452690034345,9,0,1105,12
674,903,0,1452690034440,1452690035601,8,0,1147,13
674,904,1,1452690034441,1452690035589,9,0,1135,13
674,905,2,1452690034441,1452690035539,8,0,1085,13
674,906,3,1452690034441,1452690035564,9,0,1109,13
677,907,0,1452690035626,1452690036796,8,1,1155,15
677,908,1,1452690035626,1452690036758,9,0,1117,15
677,909,2,1452690035627,1452690036731,9,0,1089,15
677,910,3,1452690035627,1452690036749,8,0,1109,15
680,911,0,1452690036821,1452690037991,8,0,1157,17
680,912,1,1452690036821,1452690037920,9,0,1085,17
680,913,2,1452690036821,1452690037924,8,0,1091,17
680,914,3,1452690036821,1452690037939,9,1,1104,17
683,915,0,1452690038016,1452690039170,8,1,1140,18
683,916,1,1452690038017,1452690039110,9,0,1079,18
683,917,2,1452690038017,1452690039112,8,0,1083,18
683,918,3,1452690038017,1452690039149,9,0,1118,18
686,919,0,1452690039192,1452690040361,8,0,1156,19
686,920,1,1452690039192,1452690040301,8,0,1097,19
686,921,2,1452690039192,1452690040299,9,1,1093,19
686,922,3,1452690039192,1452690040319,9,0,1113,19
689,923,0,1452690040383,1452690041620,9,0,1156,18
689,924,1,1452690040383,1452690041619,8,0,1088,18
689,925,2,1452690040383,1452690041619,8,0,1103,18
689,926,3,1452690040383,1452690041620,8,0,1174,18
692,927,0,1452690041642,1452690042811,10,1,1154,19
692,928,1,1452690041642,1452690042751,9,0,1094,19
692,929,2,1452690041642,1452690042754,9,0,1099,19
692,930,3,1452690041642,1452690042776,9,0,1119,19
695,931,0,1452690042833,1452690044011,7,1,1165,14
695,932,1,1452690042834,1452690043912,9,0,1064,0
695,933,2,1452690042834,1452690043928,8,0,1082,0
695,934,3,1452690042834,1452690043970,9,0,1123,0
698,935,0,1452690044050,1452690045269,8,0,1207,0
698,936,1,1452690044050,1452690045140,8,0,1076,0
698,937,2,1452690044050,1452690045156,8,0,1093,0
698,938,3,1452690044050,1452690045165,7,0,1104,0
701,939,0,1452690045292,1452690046510,8,0,1205,7
701,940,1,1452690045292,1452690046374,8,0,1068,7
701,941,2,1452690045292,1452690046405,8,0,1099,7
701,942,3,1452690045293,1452690046446,9,0,1139,7
704,943,0,1452690046532,1452690047764,8,1,1219,9
704,944,1,1452690046532,1452690047642,8,0,1096,9
704,945,2,1452690046532,1452690047642,8,0,1097,9
704,946,3,1452690046532,1452690047653,9,0,1108,9
707,947,0,1452690047787,1452690048945,8,0,1144,12
707,948,1,1452690047787,1452690048872,9,0,1070,12
707,949,2,1452690047787,1452690048891,7,0,1092,12
707,950,3,1452690047788,1452690048940,9,0,1138,12
710,951,0,1452690048967,1452690050162,9,0,1181,12
710,952,1,1452690048967,1452690050063,8,0,1083,12
710,953,2,1452690048967,1452690050065,8,0,1086,12
710,954,3,1452690048967,1452690050087,8,0,1107,12
713,955,0,1452690050188,1452690051371,9,0,1168,14
713,956,1,1452690050188,1452690051268,8,0,1066,14
713,957,2,1452690050188,1452690051277,8,0,1075,14
713,958,3,1452690050189,1452690051336,7,0,1135,14
716,959,0,1452690051393,1452690052550,8,0,1144,18
716,960,1,1452690051393,1452690052497,9,0,1089,18
716,961,2,1452690051394,1452690052493,9,1,1084,18
716,962,3,1452690051394,1452690052515,9,0,1107,18
719,963,0,1452690052573,1452690053726,8,0,1139,16
719,964,1,1452690052574,1452690053663,8,0,1076,16
719,965,2,1452690052574,1452690053693,8,0,1106,16
719,966,3,1452690052574,1452690053689,9,1,1100,16
722,967,0,1452690053753,1452690054910,8,1,1142,18
722,968,1,1452690053754,1452690054884,8,0,1116,18
722,969,2,1452690053754,1452690054870,8,0,1101,18
722,970,3,1452690053754,1452690054873,9,0,1104,18
725,971,0,1452690054937,1452690056095,8,0,1145,18
725,972,1,1452690054937,1452690056028,9,0,1076,18
725,973,2,1452690054938,1452690056063,9,0,1111,18
725,974,3,1452690054938,1452690056068,8,0,1116,18
728,975,0,1452690056117,1452690057297,9,0,1166,17
728,976,1,1452690056117,1452690057234,9,0,1103,17
728,977,2,1452690056118,1452690057261,8,0,1131,17
728,978,3,1452690056118,1452690057257,8,0,1126,17
731,979,0,1452690057322,1452690058515,8,1,1180,13
731,980,1,1452690057322,1452690058467,9,0,1131,0
731,981,2,1452690057322,1452690058424,8,0,1089,0
731,982,3,1452690057322,1452690058441,9,0,1106,0
734,983,0,1452690058541,1452690059714,9,0,1159,0
734,984,1,1452690058541,1452690059659,9,1,1104,0
734,985,2,1452690058541,1452690059641,9,1,1086,0
734,986,3,1452690058541,1452690059675,8,0,1120,0
737,987,0,1452690059740,1452690060930,9,1,1176,8
737,988,1,1452690059740,1452690060831,9,1,1076,8
737,989,2,1452690059740,1452690060836,8,0,1082,8
737,990,3,1452690059741,1452690060867,9,1,1112,8
740,991,0,1452690060956,1452690062124,8,0,1154,10
740,992,1,1452690060956,1452690062053,9,0,1082,10
740,993,2,1452690060956,1452690062066,8,0,1097,10
740,994,3,1452690060957,1452690062079,8,0,1109,10
743,995,0,1452690062150,1452690063321,8,0,1158,10
743,996,1,1452690062150,1452690063242,7,0,1080,10
743,997,2,1452690062150,1452690063277,9,0,1114,10
743,998,3,1452690062150,1452690063267,9,0,1103,10
746,999,0,1452690063344,1452690064515,8,0,1158,13
746,1000,1,1452690063344,1452690064496,8,0,1138,13
746,1001,2,1452690063344,1452690064446,8,1,1087,13
746,1002,3,1452690063345,1452690064462,8,0,1104,13
749,1003,0,1452690064565,1452690065736,8,0,1158,15
749,1004,1,1452690064565,1452690065659,9,0,1080,15
749,1005,2,1452690064566,1452690065667,8,0,1089,15
749,1006,3,1452690064566,1452690065687,9,0,1109,15
752,1007,0,1452690065761,1452690066934,7,0,1161,16
752,1008,1,1452690065761,1452690066841,8,0,1067,16
752,1009,2,1452690065761,1452690066855,8,0,1082,16
752,1010,3,1452690065762,1452690066877,7,0,1104,16
755,1011,0,1452690066959,1452690068161,8,1,1189,19
755,1012,1,1452690066960,1452690068046,7,0,1074,19
755,1013,2,1452690066960,1452690068067,7,0,1096,19
755,1014,3,1452690066960,1452690068084,8,0,1112,19
758,1015,0,1452690068390,1452690069558,9,0,1155,18
758,1016,1,1452690068390,1452690069566,8,0,1164,18
758,1017,2,1452690068390,1452690069499,7,0,1097,18
758,1018,3,1452690068390,1452690069517,8,0,1115,18
761,1019,0,1452690069587,1452690070766,8,0,1167,18
761,1020,1,1452690069587,1452690070688,7,0,1090,18
761,1021,2,1452690069587,1452690070689,8,0,1091,18
761,1022,3,1452690069587,1452690070721,8,0,1122,18
764,1023,0,1452690070787,1452690071958,8,0,1159,14
764,1024,1,1452690070787,1452690071867,7,0,1068,0
764,1025,2,1452690070787,1452690071891,8,15,1077,14
764,1026,3,1452690070787,1452690071955,8,0,1155,14
767,1027,0,1452690071979,1452690073223,8,0,1231,0
